updated_type,updated_subtype,hour,latitude,longitude,count
Hazard,On_shoulder,19:00,41.8,-87.63,174
Hazard,On_shoulder,19:00,41.88,-87.65,169
Hazard,On_shoulder,19:00,41.97,-87.75,168
Hazard,On_shoulder,19:00,41.9,-87.66,161
Hazard,On_shoulder,19:00,41.83,-87.63,160
Hazard,On_shoulder,20:00,41.82,-87.63,241
Hazard,On_shoulder,20:00,41.79,-87.63,236
Hazard,On_shoulder,20:00,41.88,-87.65,234
Hazard,On_shoulder,20:00,41.84,-87.63,221
Hazard,On_shoulder,20:00,41.97,-87.75,207
Hazard,On_shoulder,20:00,41.81,-87.63,201
Hazard,On_shoulder,20:00,41.78,-87.63,195
Hazard,On_shoulder,20:00,41.85,-87.63,193
Hazard,On_shoulder,20:00,41.83,-87.63,192
Hazard,On_shoulder,20:00,41.89,-87.65,187
Hazard,On_shoulder,21:00,41.97,-87.75,256
Hazard,On_shoulder,21:00,41.82,-87.63,239
Hazard,On_shoulder,21:00,41.79,-87.63,233
Hazard,On_shoulder,21:00,41.84,-87.63,233
Hazard,On_shoulder,21:00,41.88,-87.65,224
Hazard,On_shoulder,21:00,41.89,-87.65,219
Hazard,On_shoulder,21:00,41.87,-87.64,209
Hazard,On_shoulder,21:00,41.8,-87.63,199
Hazard,On_shoulder,21:00,41.81,-87.63,190
Hazard,On_shoulder,21:00,41.78,-87.63,189
Hazard,On_shoulder,22:00,41.79,-87.63,251
Hazard,On_shoulder,22:00,41.82,-87.63,235
Hazard,On_shoulder,22:00,41.88,-87.65,220
Hazard,On_shoulder,22:00,41.84,-87.63,219
Hazard,On_shoulder,22:00,41.87,-87.64,215
Hazard,On_shoulder,22:00,41.8,-87.63,205
Hazard,On_shoulder,22:00,41.78,-87.63,202
Hazard,On_shoulder,22:00,41.97,-87.75,189
Hazard,On_shoulder,22:00,41.89,-87.65,187
Hazard,On_shoulder,22:00,41.81,-87.63,179
Hazard,On_shoulder,23:00,41.88,-87.65,203
Hazard,On_shoulder,23:00,41.8,-87.63,195
Hazard,On_shoulder,23:00,41.89,-87.65,192
Hazard,On_shoulder,23:00,41.9,-87.66,187
Hazard,On_shoulder,23:00,41.79,-87.63,172
Hazard,On_shoulder,23:00,41.97,-87.75,170
Hazard,On_shoulder,23:00,41.82,-87.63,167
Hazard,On_shoulder,23:00,41.83,-87.63,166
Hazard,On_shoulder,23:00,41.98,-87.75,166
Hazard,On_shoulder,23:00,41.84,-87.63,161
Hazard,Unclassified,00:00,41.99,-87.82,10
Hazard,Unclassified,00:00,41.98,-87.82,8
Hazard,Unclassified,00:00,41.97,-87.83,6
Hazard,Unclassified,00:00,41.97,-87.81,6
Hazard,Unclassified,00:00,41.98,-87.83,6
Hazard,Unclassified,00:00,41.97,-87.82,5
Hazard,Unclassified,00:00,41.95,-87.73,4
Hazard,Unclassified,00:00,41.98,-87.81,4
Hazard,Unclassified,00:00,41.99,-87.81,4
Hazard,Unclassified,00:00,41.88,-87.63,3
Hazard,Unclassified,01:00,41.99,-87.82,23
Hazard,Unclassified,01:00,41.97,-87.81,12
Hazard,Unclassified,01:00,41.99,-87.81,11
Hazard,Unclassified,01:00,41.98,-87.82,8
Hazard,Unclassified,01:00,41.98,-87.84,7
Hazard,Unclassified,01:00,41.98,-87.81,7
Hazard,Unclassified,01:00,41.81,-87.63,4
Hazard,Unclassified,01:00,41.82,-87.63,4
Hazard,Unclassified,01:00,41.96,-87.74,4
Hazard,Unclassified,01:00,41.66,-87.59,3
Hazard,Unclassified,02:00,41.99,-87.82,17
Hazard,Unclassified,02:00,41.86,-87.7,12
Hazard,Unclassified,02:00,41.98,-87.81,11
Hazard,Unclassified,02:00,41.89,-87.65,9
Hazard,Unclassified,02:00,41.81,-87.63,8
Hazard,Unclassified,02:00,41.85,-87.63,8
Hazard,Unclassified,02:00,41.98,-87.82,7
Hazard,Unclassified,02:00,41.85,-87.72,6
Hazard,Unclassified,02:00,41.97,-87.81,6
Hazard,Unclassified,02:00,41.87,-87.71,5
Hazard,Unclassified,03:00,41.99,-87.82,14
Hazard,Unclassified,03:00,41.98,-87.82,8
Hazard,Unclassified,03:00,41.98,-87.81,6
Hazard,Unclassified,03:00,41.66,-87.59,4
Hazard,Unclassified,03:00,41.69,-87.6,4
Hazard,Unclassified,03:00,41.79,-87.63,4
Hazard,Unclassified,03:00,41.82,-87.63,4
Hazard,Unclassified,03:00,41.87,-87.73,4
Hazard,Unclassified,03:00,41.92,-87.81,4
Hazard,Unclassified,03:00,41.98,-87.84,4
Hazard,Unclassified,04:00,41.87,-87.72,13
Hazard,Unclassified,04:00,41.87,-87.73,12
Hazard,Unclassified,04:00,41.98,-87.83,12
Hazard,Unclassified,04:00,41.99,-87.82,10
Hazard,Unclassified,04:00,41.99,-87.81,7
Hazard,Unclassified,04:00,41.78,-87.75,6
Hazard,Unclassified,04:00,41.84,-87.68,6
Hazard,Unclassified,04:00,41.98,-87.81,6
Hazard,Unclassified,04:00,41.78,-87.76,5
Hazard,Unclassified,04:00,41.79,-87.76,5
Hazard,Unclassified,05:00,41.99,-87.82,12
Hazard,Unclassified,05:00,41.98,-87.81,8
Hazard,Unclassified,05:00,41.99,-87.81,8
Hazard,Unclassified,05:00,41.84,-87.63,7
Hazard,Unclassified,05:00,41.87,-87.72,6
Hazard,Unclassified,05:00,41.98,-87.91,6
Hazard,Unclassified,05:00,41.98,-87.82,6
Hazard,Unclassified,05:00,41.81,-87.63,5
Hazard,Unclassified,05:00,41.87,-87.74,4
Hazard,Unclassified,05:00,41.87,-87.7,4
Hazard,Unclassified,06:00,41.99,-87.82,9
Hazard,Unclassified,06:00,41.78,-87.74,7
Hazard,Unclassified,06:00,41.85,-87.63,7
Hazard,Unclassified,06:00,41.98,-87.81,7
Hazard,Unclassified,06:00,41.79,-87.63,4
Hazard,Unclassified,06:00,41.83,-87.63,4
Hazard,Unclassified,06:00,41.87,-87.73,4
Hazard,Unclassified,06:00,41.98,-87.82,4
Hazard,Unclassified,06:00,41.99,-87.93,4
Hazard,Unclassified,06:00,41.78,-87.76,3
Hazard,Unclassified,07:00,41.75,-87.63,5
Hazard,Unclassified,07:00,41.98,-87.9,5
Hazard,Unclassified,07:00,41.86,-87.64,4
Hazard,Unclassified,07:00,41.97,-87.81,4
Hazard,Unclassified,07:00,42.0,-87.82,4
Hazard,Unclassified,07:00,41.78,-87.74,3
Hazard,Unclassified,07:00,41.81,-87.63,3
Hazard,Unclassified,07:00,41.82,-87.72,3
Hazard,Unclassified,07:00,41.84,-87.63,3
Hazard,Unclassified,07:00,41.98,-87.91,3
Hazard,Unclassified,08:00,41.98,-87.89,14
Hazard,Unclassified,08:00,41.79,-87.74,6
Hazard,Unclassified,08:00,41.85,-87.63,6
Hazard,Unclassified,08:00,41.82,-87.63,4
Hazard,Unclassified,08:00,41.87,-87.75,4
Hazard,Unclassified,08:00,41.79,-87.76,3
Hazard,Unclassified,08:00,41.8,-87.63,3
Hazard,Unclassified,08:00,41.83,-87.71,3
Hazard,Unclassified,08:00,41.83,-87.63,3
Hazard,Unclassified,08:00,41.84,-87.63,3
Hazard,Unclassified,09:00,41.84,-87.63,8
Hazard,Unclassified,09:00,41.99,-87.82,6
Hazard,Unclassified,09:00,41.83,-87.64,5
Hazard,Unclassified,09:00,41.83,-87.63,5
Hazard,Unclassified,09:00,41.85,-87.64,5
Hazard,Unclassified,09:00,41.86,-87.64,5
Hazard,Unclassified,09:00,41.79,-87.75,4
Hazard,Unclassified,09:00,41.85,-87.65,4
Hazard,Unclassified,09:00,41.79,-87.76,3
Hazard,Unclassified,09:00,41.85,-87.63,3
Hazard,Unclassified,10:00,41.99,-87.82,11
Hazard,Unclassified,10:00,41.99,-87.81,8
Hazard,Unclassified,10:00,41.98,-87.81,7
Hazard,Unclassified,10:00,41.85,-87.64,6
Hazard,Unclassified,10:00,41.97,-87.81,6
Hazard,Unclassified,10:00,41.84,-87.63,4
Hazard,Unclassified,10:00,41.98,-87.84,4
Hazard,Unclassified,10:00,41.83,-87.64,3
Hazard,Unclassified,10:00,41.83,-87.63,3
Hazard,Unclassified,10:00,41.86,-87.64,3
Hazard,Unclassified,11:00,41.78,-87.63,5
Hazard,Unclassified,11:00,41.84,-87.63,4
Hazard,Unclassified,11:00,41.99,-87.82,4
Hazard,Unclassified,11:00,41.7,-87.59,3
Hazard,Unclassified,11:00,41.71,-87.59,3
Hazard,Unclassified,11:00,41.81,-87.63,3
Hazard,Unclassified,11:00,41.82,-87.63,3
Hazard,Unclassified,11:00,41.87,-87.76,3
Hazard,Unclassified,11:00,41.98,-87.82,3
Hazard,Unclassified,11:00,41.79,-87.63,2
Hazard,Unclassified,12:00,41.99,-87.81,6
Hazard,Unclassified,12:00,41.8,-87.63,5
Hazard,Unclassified,12:00,41.98,-87.81,5
Hazard,Unclassified,12:00,41.97,-87.81,4
Hazard,Unclassified,12:00,41.98,-87.82,4
Hazard,Unclassified,12:00,41.74,-87.62,3
Hazard,Unclassified,12:00,41.78,-87.63,3
Hazard,Unclassified,12:00,41.84,-87.63,3
Hazard,Unclassified,12:00,41.96,-87.75,3
Hazard,Unclassified,12:00,41.68,-87.72,2
Hazard,Unclassified,13:00,41.99,-87.82,14
Hazard,Unclassified,13:00,41.97,-87.81,9
Hazard,Unclassified,13:00,41.81,-87.63,7
Hazard,Unclassified,13:00,41.82,-87.63,6
Hazard,Unclassified,13:00,41.85,-87.64,6
Hazard,Unclassified,13:00,41.98,-87.81,6
Hazard,Unclassified,13:00,41.78,-87.63,4
Hazard,Unclassified,13:00,41.79,-87.63,4
Hazard,Unclassified,13:00,41.8,-87.63,4
Hazard,Unclassified,13:00,41.85,-87.63,4
Hazard,Unclassified,14:00,41.99,-87.82,10
Hazard,Unclassified,14:00,41.98,-87.81,7
Hazard,Unclassified,14:00,41.98,-87.82,5
Hazard,Unclassified,14:00,41.98,-87.93,4
Hazard,Unclassified,14:00,41.99,-87.81,4
Hazard,Unclassified,14:00,41.81,-87.63,3
Hazard,Unclassified,14:00,41.98,-87.88,3
Hazard,Unclassified,14:00,41.98,-87.85,3
Hazard,Unclassified,14:00,41.99,-87.88,3
Hazard,Unclassified,14:00,41.77,-87.63,2
Hazard,Unclassified,15:00,41.99,-87.82,21
Hazard,Unclassified,15:00,41.99,-87.81,8
Hazard,Unclassified,15:00,41.98,-87.93,7
Hazard,Unclassified,15:00,41.97,-87.81,6
Hazard,Unclassified,15:00,41.98,-87.82,6
Hazard,Unclassified,15:00,41.98,-87.81,6
Hazard,Unclassified,15:00,41.91,-87.65,4
Hazard,Unclassified,15:00,41.7,-87.72,3
Hazard,Unclassified,15:00,41.84,-87.63,3
Hazard,Unclassified,15:00,41.87,-87.76,3
Hazard,Unclassified,16:00,41.99,-87.82,13
Hazard,Unclassified,16:00,41.99,-87.81,12
Hazard,Unclassified,16:00,41.97,-87.81,6
Hazard,Unclassified,16:00,41.99,-87.88,5
Hazard,Unclassified,16:00,41.98,-87.82,3
Hazard,Unclassified,16:00,41.87,-87.76,2
Hazard,Unclassified,16:00,41.92,-87.67,2
Hazard,Unclassified,16:00,41.93,-87.68,2
Hazard,Unclassified,16:00,41.94,-87.83,2
Hazard,Unclassified,16:00,41.95,-87.73,2
Hazard,Unclassified,17:00,41.98,-87.81,16
Hazard,Unclassified,17:00,41.99,-87.82,15
Hazard,Unclassified,17:00,41.79,-87.79,8
Hazard,Unclassified,17:00,41.98,-87.93,6
Hazard,Unclassified,17:00,41.96,-87.88,5
Hazard,Unclassified,17:00,41.99,-87.81,5
Hazard,Unclassified,17:00,41.97,-87.83,4
Hazard,Unclassified,17:00,41.99,-87.88,4
Hazard,Unclassified,17:00,41.98,-87.88,3
Hazard,Unclassified,17:00,41.78,-87.68,2
Hazard,Unclassified,18:00,41.99,-87.82,14
Hazard,Unclassified,18:00,41.98,-87.84,10
Hazard,Unclassified,18:00,41.97,-87.81,8
Hazard,Unclassified,18:00,41.75,-87.68,6
Hazard,Unclassified,18:00,41.99,-87.81,5
Hazard,Unclassified,18:00,41.99,-87.75,5
Hazard,Unclassified,18:00,41.72,-87.6,3
Hazard,Unclassified,18:00,41.74,-87.57,3
Hazard,Unclassified,18:00,41.79,-87.68,3
Hazard,Unclassified,18:00,41.97,-87.82,3
Hazard,Unclassified,19:00,41.98,-87.65,13
Hazard,Unclassified,19:00,41.75,-87.67,12
Hazard,Unclassified,19:00,41.86,-87.62,11
Hazard,Unclassified,19:00,41.98,-87.82,11
Hazard,Unclassified,19:00,41.98,-87.67,10
Hazard,Unclassified,19:00,41.85,-87.61,9
Hazard,Unclassified,19:00,41.75,-87.65,8
Hazard,Unclassified,19:00,41.75,-87.63,8
Hazard,Unclassified,19:00,41.88,-87.62,8
Hazard,Unclassified,19:00,41.9,-87.62,8
Hazard,Unclassified,20:00,41.99,-87.82,12
Hazard,Unclassified,20:00,41.99,-87.69,12
Hazard,Unclassified,20:00,41.98,-87.81,10
Hazard,Unclassified,20:00,41.99,-87.67,8
Hazard,Unclassified,20:00,42.0,-87.81,5
Hazard,Unclassified,20:00,41.99,-87.81,4
Hazard,Unclassified,20:00,41.92,-87.67,3
Hazard,Unclassified,20:00,41.98,-87.84,3
Hazard,Unclassified,20:00,41.98,-87.67,3
Hazard,Unclassified,20:00,42.0,-87.77,3
Hazard,Unclassified,21:00,41.98,-87.81,22
Hazard,Unclassified,21:00,41.99,-87.82,22
Hazard,Unclassified,21:00,41.99,-87.81,12
Hazard,Unclassified,21:00,41.97,-87.81,11
Hazard,Unclassified,21:00,41.98,-87.82,10
Hazard,Unclassified,21:00,41.98,-87.84,4
Hazard,Unclassified,21:00,41.97,-87.87,3
Hazard,Unclassified,21:00,41.97,-87.84,3
Hazard,Unclassified,21:00,41.97,-87.82,3
Hazard,Unclassified,21:00,41.74,-87.57,2
Hazard,Unclassified,22:00,41.97,-87.81,10
Hazard,Unclassified,22:00,41.98,-87.82,8
Hazard,Unclassified,22:00,41.99,-87.82,8
Hazard,Unclassified,22:00,42.0,-87.82,8
Hazard,Unclassified,22:00,41.99,-87.81,7
Hazard,Unclassified,22:00,41.98,-87.84,5
Hazard,Unclassified,22:00,41.96,-87.75,3
Hazard,Unclassified,22:00,41.68,-87.72,2
Hazard,Unclassified,22:00,41.68,-87.6,2
Hazard,Unclassified,22:00,41.72,-87.67,2
Hazard,Unclassified,23:00,41.99,-87.82,19
Hazard,Unclassified,23:00,41.98,-87.81,12
Hazard,Unclassified,23:00,41.99,-87.81,11
Hazard,Unclassified,23:00,41.9,-87.66,8
Hazard,Unclassified,23:00,41.97,-87.81,8
Hazard,Unclassified,23:00,41.98,-87.82,8
Hazard,Unclassified,23:00,41.98,-87.84,6
Hazard,Unclassified,23:00,41.89,-87.65,5
Hazard,Unclassified,23:00,41.78,-87.63,4
Hazard,Unclassified,23:00,41.87,-87.75,4
Hazard,Weather,00:00,41.99,-87.66,9
Hazard,Weather,00:00,41.66,-87.59,8
Hazard,Weather,00:00,41.88,-87.65,6
Hazard,Weather,00:00,41.92,-87.67,6
Hazard,Weather,00:00,41.91,-87.63,5
Hazard,Weather,00:00,41.69,-87.6,4
Hazard,Weather,00:00,41.82,-87.74,4
Hazard,Weather,00:00,41.94,-87.74,4
Hazard,Weather,00:00,41.98,-87.75,4
Hazard,Weather,00:00,41.98,-87.68,4
Hazard,Weather,01:00,41.83,-87.72,8
Hazard,Weather,01:00,41.66,-87.59,7
Hazard,Weather,01:00,41.78,-87.74,4
Hazard,Weather,01:00,41.82,-87.74,4
Hazard,Weather,01:00,41.91,-87.63,4
Hazard,Weather,01:00,41.92,-87.67,4
Hazard,Weather,01:00,42.01,-87.66,4
Hazard,Weather,01:00,41.69,-87.6,3
Hazard,Weather,01:00,41.81,-87.74,3
Hazard,Weather,01:00,41.9,-87.62,3
Hazard,Weather,02:00,41.93,-87.69,4
Hazard,Weather,02:00,41.66,-87.59,3
Hazard,Weather,02:00,41.77,-87.69,3
Hazard,Weather,02:00,41.83,-87.72,3
Hazard,Weather,02:00,41.83,-87.69,3
Hazard,Weather,02:00,41.84,-87.67,3
Hazard,Weather,02:00,41.87,-87.64,3
Hazard,Weather,02:00,41.88,-87.63,3
Hazard,Weather,02:00,41.91,-87.67,3
Hazard,Weather,02:00,41.71,-87.65,2
Hazard,Weather,03:00,41.66,-87.59,9
Hazard,Weather,03:00,41.9,-87.66,8
Hazard,Weather,03:00,41.88,-87.65,7
Hazard,Weather,03:00,41.85,-87.64,6
Hazard,Weather,03:00,41.94,-87.71,6
Hazard,Weather,03:00,41.65,-87.58,5
Hazard,Weather,03:00,41.82,-87.74,4
Hazard,Weather,03:00,41.88,-87.67,4
Hazard,Weather,03:00,41.72,-87.64,3
Hazard,Weather,03:00,41.73,-87.62,3
Hazard,Weather,04:00,41.9,-87.62,8
Hazard,Weather,04:00,41.89,-87.65,7
Hazard,Weather,04:00,41.84,-87.66,6
Hazard,Weather,04:00,41.86,-87.64,6
Hazard,Weather,04:00,41.9,-87.66,6
Hazard,Weather,04:00,41.85,-87.65,5
Hazard,Weather,04:00,41.85,-87.64,5
Hazard,Weather,04:00,41.82,-87.74,4
Hazard,Weather,04:00,41.83,-87.72,4
Hazard,Weather,04:00,41.83,-87.7,4
Hazard,Weather,05:00,41.66,-87.59,4
Hazard,Weather,05:00,41.82,-87.72,4
Hazard,Weather,05:00,41.84,-87.66,4
Hazard,Weather,05:00,41.85,-87.65,4
Hazard,Weather,05:00,41.86,-87.67,4
Hazard,Weather,05:00,41.86,-87.64,4
Hazard,Weather,05:00,41.87,-87.64,4
Hazard,Weather,05:00,41.89,-87.65,4
Hazard,Weather,05:00,41.89,-87.62,4
Hazard,Weather,05:00,41.71,-87.59,3
Hazard,Weather,06:00,41.66,-87.59,5
Hazard,Weather,06:00,41.84,-87.66,4
Hazard,Weather,06:00,41.75,-87.6,3
Hazard,Weather,06:00,41.82,-87.74,3
Hazard,Weather,06:00,41.83,-87.72,3
Hazard,Weather,06:00,41.85,-87.65,3
Hazard,Weather,06:00,41.85,-87.64,3
Hazard,Weather,06:00,41.88,-87.67,3
Hazard,Weather,06:00,41.65,-87.58,2
Hazard,Weather,06:00,41.69,-87.6,2
Hazard,Weather,07:00,41.71,-87.59,10
Hazard,Weather,07:00,41.66,-87.59,5
Hazard,Weather,07:00,41.7,-87.59,5
Hazard,Weather,07:00,41.88,-87.67,5
Hazard,Weather,07:00,41.82,-87.74,4
Hazard,Weather,07:00,41.65,-87.58,3
Hazard,Weather,07:00,41.75,-87.71,3
Hazard,Weather,07:00,41.83,-87.72,3
Hazard,Weather,07:00,41.87,-87.65,3
Hazard,Weather,07:00,41.67,-87.59,2
Hazard,Weather,08:00,41.66,-87.59,13
Hazard,Weather,08:00,41.85,-87.64,4
Hazard,Weather,08:00,41.88,-87.67,4
Hazard,Weather,08:00,41.7,-87.59,3
Hazard,Weather,08:00,41.78,-87.58,3
Hazard,Weather,08:00,41.88,-87.65,3
Hazard,Weather,08:00,41.89,-87.65,3
Hazard,Weather,08:00,41.66,-87.58,2
Hazard,Weather,08:00,41.7,-87.6,2
Hazard,Weather,08:00,41.77,-87.63,2
Hazard,Weather,09:00,41.66,-87.59,15
Hazard,Weather,09:00,41.65,-87.58,4
Hazard,Weather,09:00,41.69,-87.6,4
Hazard,Weather,09:00,41.7,-87.59,4
Hazard,Weather,09:00,41.91,-87.63,4
Hazard,Weather,09:00,42.0,-87.68,4
Hazard,Weather,09:00,41.66,-87.58,3
Hazard,Weather,09:00,41.79,-87.74,3
Hazard,Weather,09:00,41.82,-87.74,2
Hazard,Weather,09:00,41.82,-87.72,2
Hazard,Weather,10:00,41.66,-87.59,20
Hazard,Weather,10:00,41.9,-87.62,12
Hazard,Weather,10:00,41.96,-87.65,10
Hazard,Weather,10:00,41.65,-87.58,8
Hazard,Weather,10:00,41.83,-87.69,8
Hazard,Weather,10:00,41.84,-87.69,7
Hazard,Weather,10:00,41.91,-87.63,7
Hazard,Weather,10:00,41.92,-87.63,6
Hazard,Weather,10:00,41.99,-87.66,6
Hazard,Weather,10:00,41.94,-87.64,5
Hazard,Weather,11:00,41.66,-87.59,27
Hazard,Weather,11:00,41.91,-87.63,15
Hazard,Weather,11:00,41.69,-87.6,11
Hazard,Weather,11:00,41.85,-87.68,11
Hazard,Weather,11:00,41.96,-87.65,11
Hazard,Weather,11:00,41.65,-87.58,9
Hazard,Weather,11:00,41.78,-87.58,9
Hazard,Weather,11:00,41.9,-87.62,9
Hazard,Weather,11:00,41.66,-87.58,6
Hazard,Weather,11:00,41.85,-87.64,6
Hazard,Weather,12:00,41.91,-87.63,12
Hazard,Weather,12:00,41.96,-87.65,12
Hazard,Weather,12:00,41.99,-87.66,11
Hazard,Weather,12:00,41.66,-87.59,6
Hazard,Weather,12:00,41.85,-87.68,6
Hazard,Weather,12:00,41.85,-87.64,6
Hazard,Weather,12:00,41.88,-87.65,6
Hazard,Weather,12:00,41.99,-87.71,6
Hazard,Weather,12:00,42.0,-87.68,6
Hazard,Weather,12:00,41.81,-87.59,5
Hazard,Weather,13:00,41.66,-87.59,17
Hazard,Weather,13:00,41.91,-87.63,10
Hazard,Weather,13:00,41.96,-87.74,9
Hazard,Weather,13:00,41.99,-87.66,8
Hazard,Weather,13:00,41.86,-87.64,6
Hazard,Weather,13:00,41.98,-87.81,6
Hazard,Weather,13:00,41.81,-87.59,5
Hazard,Weather,13:00,41.83,-87.65,5
Hazard,Weather,13:00,41.87,-87.68,5
Hazard,Weather,13:00,41.95,-87.72,5
Hazard,Weather,14:00,41.66,-87.59,10
Hazard,Weather,14:00,41.91,-87.63,8
Hazard,Weather,14:00,41.71,-87.59,5
Hazard,Weather,14:00,41.85,-87.61,5
Hazard,Weather,14:00,41.83,-87.69,4
Hazard,Weather,14:00,41.86,-87.64,4
Hazard,Weather,14:00,41.71,-87.6,3
Hazard,Weather,14:00,41.81,-87.63,3
Hazard,Weather,14:00,41.82,-87.62,3
Hazard,Weather,14:00,41.84,-87.63,3
Hazard,Weather,15:00,41.66,-87.59,6
Hazard,Weather,15:00,41.99,-87.66,6
Hazard,Weather,15:00,41.87,-87.73,4
Hazard,Weather,15:00,41.88,-87.64,4
Hazard,Weather,15:00,41.98,-87.81,4
Hazard,Weather,15:00,41.66,-87.6,3
Hazard,Weather,15:00,41.83,-87.66,3
Hazard,Weather,15:00,41.85,-87.64,3
Hazard,Weather,15:00,41.85,-87.61,3
Hazard,Weather,15:00,41.87,-87.74,3
Hazard,Weather,16:00,41.91,-87.63,9
Hazard,Weather,16:00,41.83,-87.72,5
Hazard,Weather,16:00,41.83,-87.68,4
Hazard,Weather,16:00,41.84,-87.63,4
Hazard,Weather,16:00,41.89,-87.61,4
Hazard,Weather,16:00,41.9,-87.62,4
Hazard,Weather,16:00,41.97,-87.65,4
Hazard,Weather,16:00,41.99,-87.66,4
Hazard,Weather,16:00,41.83,-87.65,3
Hazard,Weather,16:00,41.83,-87.63,3
Hazard,Weather,17:00,41.66,-87.59,7
Hazard,Weather,17:00,41.83,-87.69,5
Hazard,Weather,17:00,41.83,-87.7,4
Hazard,Weather,17:00,41.84,-87.69,4
Hazard,Weather,17:00,41.86,-87.73,4
Hazard,Weather,17:00,41.89,-87.62,4
Hazard,Weather,17:00,42.0,-87.68,4
Hazard,Weather,17:00,41.7,-87.6,3
Hazard,Weather,17:00,41.79,-87.68,3
Hazard,Weather,17:00,41.83,-87.72,3
Hazard,Weather,18:00,41.66,-87.59,12
Hazard,Weather,18:00,41.88,-87.65,7
Hazard,Weather,18:00,41.85,-87.64,6
Hazard,Weather,18:00,41.89,-87.61,6
Hazard,Weather,18:00,41.91,-87.63,6
Hazard,Weather,18:00,41.69,-87.6,5
Hazard,Weather,18:00,41.9,-87.62,5
Hazard,Weather,18:00,41.86,-87.69,4
Hazard,Weather,18:00,41.86,-87.64,4
Hazard,Weather,18:00,41.93,-87.63,4
Hazard,Weather,19:00,41.69,-87.6,7
Hazard,Weather,19:00,41.78,-87.63,7
Hazard,Weather,19:00,41.88,-87.69,7
Hazard,Weather,19:00,41.92,-87.63,6
Hazard,Weather,19:00,41.93,-87.63,6
Hazard,Weather,19:00,41.74,-87.63,5
Hazard,Weather,19:00,41.85,-87.65,5
Hazard,Weather,19:00,41.85,-87.64,5
Hazard,Weather,19:00,41.9,-87.66,5
Hazard,Weather,19:00,41.96,-87.65,5
Hazard,Weather,20:00,41.87,-87.68,12
Hazard,Weather,20:00,41.66,-87.59,7
Hazard,Weather,20:00,41.76,-87.63,7
Hazard,Weather,20:00,41.91,-87.63,6
Hazard,Weather,20:00,41.93,-87.63,6
Hazard,Weather,20:00,41.78,-87.63,5
Hazard,Weather,20:00,41.83,-87.72,5
Hazard,Weather,20:00,41.88,-87.67,5
Hazard,Weather,20:00,41.94,-87.63,5
Hazard,Weather,20:00,41.74,-87.63,4
Hazard,Weather,21:00,41.66,-87.59,17
Hazard,Weather,21:00,41.69,-87.6,12
Hazard,Weather,21:00,41.65,-87.58,9
Hazard,Weather,21:00,41.91,-87.63,9
Hazard,Weather,21:00,41.9,-87.62,7
Hazard,Weather,21:00,41.92,-87.67,7
Hazard,Weather,21:00,41.97,-87.76,7
Hazard,Weather,21:00,41.79,-87.63,5
Hazard,Weather,21:00,41.83,-87.63,5
Hazard,Weather,21:00,41.85,-87.68,5
Hazard,Weather,22:00,41.89,-87.61,8
Hazard,Weather,22:00,41.88,-87.65,7
Hazard,Weather,22:00,41.78,-87.63,5
Hazard,Weather,22:00,41.9,-87.62,5
Hazard,Weather,22:00,41.92,-87.71,5
Hazard,Weather,22:00,41.92,-87.67,5
Hazard,Weather,22:00,41.71,-87.59,4
Hazard,Weather,22:00,41.83,-87.69,4
Hazard,Weather,22:00,41.9,-87.66,4
Hazard,Weather,22:00,41.91,-87.63,4
Hazard,Weather,23:00,41.66,-87.59,15
Hazard,Weather,23:00,41.89,-87.63,5
Hazard,Weather,23:00,41.98,-87.67,5
Hazard,Weather,23:00,41.74,-87.62,4
Hazard,Weather,23:00,41.89,-87.7,4
Hazard,Weather,23:00,41.92,-87.7,4
Hazard,Weather,23:00,41.65,-87.58,3
Hazard,Weather,23:00,41.68,-87.6,3
Hazard,Weather,23:00,41.69,-87.6,3
Hazard,Weather,23:00,41.78,-87.76,3
Jam,Heavy_traffic,00:00,41.89,-87.65,265
Jam,Heavy_traffic,00:00,41.9,-87.66,248
Jam,Heavy_traffic,00:00,41.88,-87.65,186
Jam,Heavy_traffic,00:00,41.98,-87.78,156
Jam,Heavy_traffic,00:00,41.97,-87.76,132
Jam,Heavy_traffic,00:00,41.94,-87.71,126
Jam,Heavy_traffic,00:00,41.98,-87.79,117
Jam,Heavy_traffic,00:00,41.91,-87.66,115
Jam,Heavy_traffic,00:00,41.93,-87.69,110
Jam,Heavy_traffic,00:00,41.98,-87.75,110
Jam,Heavy_traffic,01:00,41.89,-87.65,215
Jam,Heavy_traffic,01:00,41.9,-87.66,176
Jam,Heavy_traffic,01:00,41.88,-87.65,145
Jam,Heavy_traffic,01:00,41.91,-87.66,87
Jam,Heavy_traffic,01:00,41.97,-87.76,84
Jam,Heavy_traffic,01:00,41.96,-87.74,75
Jam,Heavy_traffic,01:00,41.92,-87.68,63
Jam,Heavy_traffic,01:00,41.92,-87.67,62
Jam,Heavy_traffic,01:00,41.93,-87.69,61
Jam,Heavy_traffic,01:00,41.87,-87.64,58
Jam,Heavy_traffic,02:00,41.9,-87.66,157
Jam,Heavy_traffic,02:00,41.89,-87.65,137
Jam,Heavy_traffic,02:00,41.91,-87.66,83
Jam,Heavy_traffic,02:00,41.88,-87.65,74
Jam,Heavy_traffic,02:00,41.86,-87.64,66
Jam,Heavy_traffic,02:00,41.92,-87.67,56
Jam,Heavy_traffic,02:00,41.85,-87.64,44
